WenSL5_1.bin 
         5.00
11
7
Type of measurement (0=app. resistivity,1=resistance)
0
288
 2
0
4  95.00  0.00 150.00  0.00 120.00  0.00 125.00  0.00 79266.34 
4  95.00  0.00 140.00  0.00 115.00  0.00 120.00  0.00 86138.52 
4  95.00  0.00 130.00  0.00 110.00  0.00 115.00  0.00 156738.52 
4  95.00  0.00 120.00  0.00 105.00  0.00 110.00  0.00 90644.19 
4  95.00  0.00 110.00  0.00 100.00  0.00 105.00  0.00 84842.34 
4  100.00  0.00 175.00  0.00 135.00  0.00 140.00  0.00 126449.11 
4  100.00  0.00 165.00  0.00 130.00  0.00 135.00  0.00 62243.91 
4  100.00  0.00 155.00  0.00 125.00  0.00 130.00  0.00 87384.11 
4  100.00  0.00 145.00  0.00 120.00  0.00 125.00  0.00 85379.49 
4  100.00  0.00 135.00  0.00 115.00  0.00 120.00  0.00 95023.28 
4  100.00  0.00 125.00  0.00 110.00  0.00 115.00  0.00 119147.16 
4  100.00  0.00 115.00  0.00 105.00  0.00 110.00  0.00 39018.58 
4  105.00  0.00 170.00  0.00 135.00  0.00 140.00  0.00 125559.42 
4  105.00  0.00 160.00  0.00 130.00  0.00 135.00  0.00 64393.00 
4  105.00  0.00 150.00  0.00 125.00  0.00 130.00  0.00 88233.86 
4  105.00  0.00 140.00  0.00 120.00  0.00 125.00  0.00 75586.71 
4  105.00  0.00 130.00  0.00 115.00  0.00 120.00  0.00 73065.60 
4  105.00  0.00 120.00  0.00 110.00  0.00 115.00  0.00 82056.74 
4  110.00  0.00 175.00  0.00 140.00  0.00 145.00  0.00 27412.76 
4  110.00  0.00 165.00  0.00 135.00  0.00 140.00  0.00 116113.30 
4  110.00  0.00 155.00  0.00 130.00  0.00 135.00  0.00 59140.48 
4  110.00  0.00 145.00  0.00 125.00  0.00 130.00  0.00 74581.40 
4  110.00  0.00 135.00  0.00 120.00  0.00 125.00  0.00 73090.43 
4  110.00  0.00 125.00  0.00 115.00  0.00 120.00  0.00 47406.63 
4  115.00  0.00 170.00  0.00 140.00  0.00 145.00  0.00 25863.89 
4  115.00  0.00 160.00  0.00 135.00  0.00 140.00  0.00 106028.74 
4  115.00  0.00 150.00  0.00 130.00  0.00 135.00  0.00 56766.16 
4  115.00  0.00 140.00  0.00 125.00  0.00 130.00  0.00 58573.48 
4  115.00  0.00 130.00  0.00 120.00  0.00 125.00  0.00 46366.77 
4  120.00  0.00 175.00  0.00 145.00  0.00 150.00  0.00 81880.97 
4  120.00  0.00 165.00  0.00 140.00  0.00 145.00  0.00 21865.48 
4  120.00  0.00 155.00  0.00 135.00  0.00 140.00  0.00 89357.06 
4  120.00  0.00 145.00  0.00 130.00  0.00 135.00  0.00 48917.46 
4  120.00  0.00 135.00  0.00 125.00  0.00 130.00  0.00 35444.14 
4  125.00  0.00 170.00  0.00 145.00  0.00 150.00  0.00 66641.02 
4  125.00  0.00 160.00  0.00 140.00  0.00 145.00  0.00 17526.07 
4  125.00  0.00 150.00  0.00 135.00  0.00 140.00  0.00 64763.94 
4  125.00  0.00 140.00  0.00 130.00  0.00 135.00  0.00 23066.02 
4  130.00  0.00 175.00  0.00 150.00  0.00 155.00  0.00 20008.69 
4  130.00  0.00 165.00  0.00 145.00  0.00 150.00  0.00 47833.51 
4  130.00  0.00 155.00  0.00 140.00  0.00 145.00  0.00 12831.16 
4  130.00  0.00 145.00  0.00 135.00  0.00 140.00  0.00 42019.34 
4  135.00  0.00 170.00  0.00 150.00  0.00 155.00  0.00 16597.53 
4  135.00  0.00 160.00  0.00 145.00  0.00 150.00  0.00 33769.27 
4  135.00  0.00 150.00  0.00 140.00  0.00 145.00  0.00 10118.34 
4  140.00  0.00 175.00  0.00 155.00  0.00 160.00  0.00 7960.79 
4  140.00  0.00 165.00  0.00 150.00  0.00 155.00  0.00 11236.17 
4  140.00  0.00 155.00  0.00 145.00  0.00 150.00  0.00 15620.00 
4  145.00  0.00 170.00  0.00 155.00  0.00 160.00  0.00 7165.73 
4  145.00  0.00 160.00  0.00 150.00  0.00 155.00  0.00 2814.87 
4  150.00  0.00 175.00  0.00 160.00  0.00 165.00  0.00 7586.95 
4  150.00  0.00 165.00  0.00 155.00  0.00 160.00  0.00 33133.33 
4  155.00  0.00 170.00  0.00 160.00  0.00 165.00  0.00 9775.19 
4  160.00  0.00 175.00  0.00 165.00  0.00 170.00  0.00 11751.65 
Topography in seperate file
2
36
0	2864.3132
5	2864.4901
10	2864.6822
15	2864.642
20	2863.8537
25	2864.8429
30	2863.3974
35	2864.0427
40	2863.2049
45	2864.9078
50	2864.5689
55	2866.6963
60	2867.2288
65	2869.3798
70	2871.5059
75	2870.0342
80	2868.2046
85	2868.2062
90	2868.1953
95	2868.9948
100	2868.9639
105	2868.8633
110	2870.1459
115	2870.271
120	2870.7789
125	2870.173
130	2869.3889
135	2867.9261
140	2865.901
145	2863.2916
150	2862.0475
155	2861.6221
160	2862.6807
165	2863.4851
170	2865.0837
175	2866.6266
1
0
0
0
0

